CODEPAGE 932            ; Japanese - ANSI, OEM
0x2030	0x81f1	;ÅÒ Per Mille Sign
0x2032	0x818c	;Åå Prime
0x2033	0x818d	;Åç Double Prime
0x203b	0x81a6	;Å¶ Reference Mark
0x2103	0x818e	;Åé Degrees Centigrade
0x2116	0x8782	;áÇ Numero
0x2121	0x8784	;áÑ T E L Symbol
0x212b	0x81f0	;Å Angstrom Unit
0x2160	0x8754	;áT Roman Numeral 1
0x2161	0x8755	;áU Roman Numeral 2
0x2162	0x8756	;áV Roman Numeral 3
0x2163	0x8757	;áW Roman Numeral 4
0x2164	0x8758	;áX Roman Numeral 5
0x2165	0x8759	;áY Roman Numeral 6
0x2166	0x875a	;áZ Roman Numeral 7
0x2167	0x875b	;á[ Roman Numeral 8
0x2168	0x875c	;á\ Roman Numeral 9
0x2169	0x875d	;á] Roman Numeral 10
0x2170	0xfa40	;˙@ Small Roman Numeral 1
0x2171	0xfa41	;˙A Small Roman Numeral 2
0x2172	0xfa42	;˙B Small Roman Numeral 3
0x2173	0xfa43	;˙C Small Roman Numeral 4
0x2174	0xfa44	;˙D Small Roman Numeral 5
0x2175	0xfa45	;˙E Small Roman Numeral 6
0x2176	0xfa46	;˙F Small Roman Numeral 7
0x2177	0xfa47	;˙G Small Roman Numeral 8
0x2178	0xfa48	;˙H Small Roman Numeral 9
0x2179	0xfa49	;˙I Small Roman Numeral 10
0x2190	0x81a9	;Å© Left Arrow
0x2191	0x81aa	;Å™ Up Arrow
0x2192	0x81a8	;Å® Right Arrow
0x2193	0x81ab	;Å´ Down Arrow
0x21d2	0x81cb	;ÅÀ Right Double Arrow
0x21d4	0x81cc	;ÅÃ Left Right Double Arrow
0x2200	0x81cd	;ÅÕ For All
0x2202	0x81dd	;Å› Partial Differential
0x2203	0x81ce	;ÅŒ There Exists
0x2207	0x81de	;Åﬁ Nabla
0x2208	0x81b8	;Å∏ Element Of
0x220b	0x81b9	;Åπ Contains As Member
0x2211	0x8794	;áî N-Ary Summation
0x221a	0x81e3	;Å„ Square Root
0x221d	0x81e5	;ÅÂ Proportional To
0x221e	0x8187	;Åá Infinity
0x221f	0x8798	;áò Right Angle
0x2220	0x81da	;Å⁄ Angle
0x2225	0x8161	;Åa Parallel To
0x2227	0x81c8	;Å» Logical And
0x2228	0x81c9	;Å… Logical Or
0x2229	0x81bf	;Åø Intersection
0x222a	0x81be	;Åæ Union
0x222b	0x81e7	;ÅÁ Integral
0x222c	0x81e8	;ÅË Double Integral
0x222e	0x8793	;áì Contour Integral
0x2234	0x8188	;Åà Therefore
0x2235	0x81e6	;ÅÊ Because
0x223d	0x81e4	;Å‰ Reversed Tilde
0x2252	0x81e0	;Å‡ Approximately Equal To Or The Image Of
0x2260	0x8182	;ÅÇ Not Equal To
0x2261	0x81df	;Åﬂ Identical To
0x2266	0x8185	;ÅÖ Less Than Over Equal To
0x2267	0x8186	;ÅÜ Greater Than Over Equal To
0x226a	0x81e1	;Å· Much Less Than
0x226b	0x81e2	;Å‚ Much Greater Than
0x2282	0x81bc	;Åº Subset Of
0x2283	0x81bd	;ÅΩ Superset Of
0x2286	0x81ba	;Å∫ Subset Of Or Equal To
0x2287	0x81bb	;Åª Superset Of Or Equal To
0x22a5	0x81db	;Å€ Up Tack
0x22bf	0x8799	;áô Right Triangle
0x2312	0x81dc	;Å‹ Arc
0x2460	0x8740	;á@ Circled Digit 1
0x2461	0x8741	;áA Circled Digit 2
0x2462	0x8742	;áB Circled Digit 3
0x2463	0x8743	;áC Circled Digit 4
0x2464	0x8744	;áD Circled Digit 5
0x2465	0x8745	;áE Circled Digit 6
0x2466	0x8746	;áF Circled Digit 7
0x2467	0x8747	;áG Circled Digit 8
0x2468	0x8748	;áH Circled Digit 9
0x2469	0x8749	;áI Circled Number 10
0x246a	0x874a	;áJ Circled Number 11
0x246b	0x874b	;áK Circled Number 12
0x246c	0x874c	;áL Circled Number 13
0x246d	0x874d	;áM Circled Number 14
0x246e	0x874e	;áN Circled Number 15
0x246f	0x874f	;áO Circled Number 16
0x2470	0x8750	;áP Circled Number 17
0x2471	0x8751	;áQ Circled Number 18
0x2472	0x8752	;áR Circled Number 19
0x2473	0x8753	;áS Circled Number 20
0x2500	0x849f	;Ñü Forms Light Horizontal
0x2501	0x84aa	;Ñ™ Forms Heavy Horizontal
0x2502	0x84a0	;Ñ† Forms Light Vertical
0x2503	0x84ab	;Ñ´ Forms Heavy Vertical
0x250c	0x84a1	;Ñ° Forms Light Down And Right
0x250f	0x84ac	;Ñ¨ Forms Heavy Down And Right
0x2510	0x84a2	;Ñ¢ Forms Light Down And Left
0x2513	0x84ad	;Ñ≠ Forms Heavy Down And Left
0x2514	0x84a4	;Ñ§ Forms Light Up And Right
0x2517	0x84af	;ÑØ Forms Heavy Up And Right
0x2518	0x84a3	;Ñ£ Forms Light Up And Left
0x251b	0x84ae	;ÑÆ Forms Heavy Up And Left
0x251c	0x84a5	;Ñ• Forms Light Vertical And Right
0x251d	0x84ba	;Ñ∫ Forms Vertical Light And Right Heavy
0x2520	0x84b5	;Ñµ Forms Vertical Heavy And Right Light
0x2523	0x84b0	;Ñ∞ Forms Heavy Vertical And Right
0x2524	0x84a7	;Ñß Forms Light Vertical And Left
0x2525	0x84bc	;Ñº Forms Vertical Light And Left Heavy
0x2528	0x84b7	;Ñ∑ Forms Vertical Heavy And Left Light
0x252b	0x84b2	;Ñ≤ Forms Heavy Vertical And Left
0x252c	0x84a6	;Ñ¶ Forms Light Down And Horizontal
0x252f	0x84b6	;Ñ∂ Forms Down Light And Horizontal Heavy
0x2530	0x84bb	;Ñª Forms Down Heavy And Horizontal Light
0x2533	0x84b1	;Ñ± Forms Heavy Down And Horizontal
0x2534	0x84a8	;Ñ® Forms Light Up And Horizontal
0x2537	0x84b8	;Ñ∏ Forms Up Light And Horizontal Heavy
0x2538	0x84bd	;ÑΩ Forms Up Heavy And Horizontal Light
0x253b	0x84b3	;Ñ≥ Forms Heavy Up And Horizontal
0x253c	0x84a9	;Ñ© Forms Light Vertical And Horizontal
0x253f	0x84b9	;Ñπ Forms Vertical Light And Horizontal Heavy
0x2542	0x84be	;Ñæ Forms Vertical Heavy And Horizontal Light
0x254b	0x84b4	;Ñ¥ Forms Heavy Vertical And Horizontal
0x25a0	0x81a1	;Å° Black Square
0x25a1	0x81a0	;Å† White Square
0x25b2	0x81a3	;Å£ Black Up Pointing Triangle
0x25b3	0x81a2	;Å¢ White Up Pointing Triangle
0x25bc	0x81a5	;Å• Black Down Pointing Triangle
0x25bd	0x81a4	;Å§ White Down Pointing Triangle
0x25c6	0x819f	;Åü Black Diamond
0x25c7	0x819e	;Åû White Diamond
0x25cb	0x819b	;Åõ White Circle
0x25ce	0x819d	;Åù Bullseye
0x25cf	0x819c	;Åú Black Circle
0x25ef	0x81fc	;Å¸ Large Circle
0x2605	0x819a	;Åö Black Star
0x2606	0x8199	;Åô White Star
0x2640	0x818a	;Åä Female Sign
0x2642	0x8189	;Åâ Male Sign
0x266a	0x81f4	;ÅÙ Eighth Note
0x266d	0x81f3	;ÅÛ Flat
0x266f	0x81f2	;ÅÚ Sharp
0x3000	0x8140	;Å@ Ideographic Space
0x3001	0x8141	;ÅA Ideographic Comma
0x3002	0x8142	;ÅB Ideographic Period
0x3003	0x8156	;ÅV Ditto Mark
0x3005	0x8158	;ÅX Ideographic Iteration Mark
0x3006	0x8159	;ÅY Ideographic Closing Mark
0x3007	0x815a	;ÅZ Ideographic Number Zero
0x3008	0x8171	;Åq Opening Angle Bracket
0x3009	0x8172	;År Closing Angle Bracket
0x300a	0x8173	;Ås Opening Double Angle Bracket
0x300b	0x8174	;Åt Closing Double Angle Bracket
0x300c	0x8175	;Åu Opening Corner Bracket
0x300d	0x8176	;Åv Closing Corner Bracket
0x300e	0x8177	;Åw Opening White Corner Bracket
0x300f	0x8178	;Åx Closing White Corner Bracket
0x3010	0x8179	;Åy Opening Black Lenticular Bracket
0x3011	0x817a	;Åz Closing Black Lenticular Bracket
0x3012	0x81a7	;Åß Postal Mark
0x3013	0x81ac	;Å¨ Geta Mark
0x3014	0x816b	;Åk Opening Tortoise Shell Bracket
0x3015	0x816c	;Ål Closing Tortoise Shell Bracket
0x301d	0x8780	;áÄ Reversed Double Prime Quotation Mark
0x301f	0x8781	;áÅ Low Double Prime Quotation Mark
0x3041	0x829f	;Çü Hiragana Small A
0x3042	0x82a0	;Ç† Hiragana A
0x3043	0x82a1	;Ç° Hiragana Small I
0x3044	0x82a2	;Ç¢ Hiragana I
0x3045	0x82a3	;Ç£ Hiragana Small U
0x3046	0x82a4	;Ç§ Hiragana U
0x3047	0x82a5	;Ç• Hiragana Small E
0x3048	0x82a6	;Ç¶ Hiragana E
0x3049	0x82a7	;Çß Hiragana Small O
0x304a	0x82a8	;Ç® Hiragana O
0x304b	0x82a9	;Ç© Hiragana Ka
0x304c	0x82aa	;Ç™ Hiragana Ga
0x304d	0x82ab	;Ç´ Hiragana Ki
0x304e	0x82ac	;Ç¨ Hiragana Gi
0x304f	0x82ad	;Ç≠ Hiragana Ku
0x3050	0x82ae	;ÇÆ Hiragana Gu
0x3051	0x82af	;ÇØ Hiragana Ke
0x3052	0x82b0	;Ç∞ Hiragana Ge
0x3053	0x82b1	;Ç± Hiragana Ko
0x3054	0x82b2	;Ç≤ Hiragana Go
0x3055	0x82b3	;Ç≥ Hiragana Sa
0x3056	0x82b4	;Ç¥ Hiragana Za
0x3057	0x82b5	;Çµ Hiragana Si
0x3058	0x82b6	;Ç∂ Hiragana Zi
0x3059	0x82b7	;Ç∑ Hiragana Su
0x305a	0x82b8	;Ç∏ Hiragana Zu
0x305b	0x82b9	;Çπ Hiragana Se
0x305c	0x82ba	;Ç∫ Hiragana Ze
0x305d	0x82bb	;Çª Hiragana So
0x305e	0x82bc	;Çº Hiragana Zo
0x305f	0x82bd	;ÇΩ Hiragana Ta
0x3060	0x82be	;Çæ Hiragana Da
0x3061	0x82bf	;Çø Hiragana Ti
0x3062	0x82c0	;Ç¿ Hiragana Di
0x3063	0x82c1	;Ç¡ Hiragana Small Tu
0x3064	0x82c2	;Ç¬ Hiragana Tu
0x3065	0x82c3	;Ç√ Hiragana Du
0x3066	0x82c4	;Çƒ Hiragana Te
0x3067	0x82c5	;Ç≈ Hiragana De
0x3068	0x82c6	;Ç∆ Hiragana To
0x3069	0x82c7	;Ç« Hiragana Do
0x306a	0x82c8	;Ç» Hiragana Na
0x306b	0x82c9	;Ç… Hiragana Ni
0x306c	0x82ca	;Ç  Hiragana Nu
0x306d	0x82cb	;ÇÀ Hiragana Ne
0x306e	0x82cc	;ÇÃ Hiragana No
0x306f	0x82cd	;ÇÕ Hiragana Ha
0x3070	0x82ce	;ÇŒ Hiragana Ba
0x3071	0x82cf	;Çœ Hiragana Pa
0x3072	0x82d0	;Ç– Hiragana Hi
0x3073	0x82d1	;Ç— Hiragana Bi
0x3074	0x82d2	;Ç“ Hiragana Pi
0x3075	0x82d3	;Ç” Hiragana Hu
0x3076	0x82d4	;Ç‘ Hiragana Bu
0x3077	0x82d5	;Ç’ Hiragana Pu
0x3078	0x82d6	;Ç÷ Hiragana He
0x3079	0x82d7	;Ç◊ Hiragana Be
0x307a	0x82d8	;Çÿ Hiragana Pe
0x307b	0x82d9	;ÇŸ Hiragana Ho
0x307c	0x82da	;Ç⁄ Hiragana Bo
0x307d	0x82db	;Ç€ Hiragana Po
0x307e	0x82dc	;Ç‹ Hiragana Ma
0x307f	0x82dd	;Ç› Hiragana Mi
0x3080	0x82de	;Çﬁ Hiragana Mu
0x3081	0x82df	;Çﬂ Hiragana Me
0x3082	0x82e0	;Ç‡ Hiragana Mo
0x3083	0x82e1	;Ç· Hiragana Small Ya
0x3084	0x82e2	;Ç‚ Hiragana Ya
0x3085	0x82e3	;Ç„ Hiragana Small Yu
0x3086	0x82e4	;Ç‰ Hiragana Yu
0x3087	0x82e5	;ÇÂ Hiragana Small Yo
0x3088	0x82e6	;ÇÊ Hiragana Yo
0x3089	0x82e7	;ÇÁ Hiragana Ra
0x308a	0x82e8	;ÇË Hiragana Ri
0x308b	0x82e9	;ÇÈ Hiragana Ru
0x308c	0x82ea	;ÇÍ Hiragana Re
0x308d	0x82eb	;ÇÎ Hiragana Ro
0x308e	0x82ec	;ÇÏ Hiragana Small Wa
0x308f	0x82ed	;ÇÌ Hiragana Wa
0x3090	0x82ee	;ÇÓ Hiragana Wi
0x3091	0x82ef	;ÇÔ Hiragana We
0x3092	0x82f0	;Ç Hiragana Wo
0x3093	0x82f1	;ÇÒ Hiragana N
0x3094	0x8394	;Éî Hiragana Vu (add best-fit 2/1/96)
0x309b	0x814a	;ÅJ Katakana-Hiragana Voiced Sound Mark
0x309c	0x814b	;ÅK Katakana-Hiragana Semi-Voiced Sound Mark
0x309d	0x8154	;ÅT Hiragana Iteration Mark
0x309e	0x8155	;ÅU Hiragana Voiced Iteration Mark
0x30a1	0x8340	;É@ Katakana Small A
0x30a2	0x8341	;ÉA Katakana A
0x30a3	0x8342	;ÉB Katakana Small I
0x30a4	0x8343	;ÉC Katakana I
0x30a5	0x8344	;ÉD Katakana Small U
0x30a6	0x8345	;ÉE Katakana U
0x30a7	0x8346	;ÉF Katakana Small E
0x30a8	0x8347	;ÉG Katakana E
0x30a9	0x8348	;ÉH Katakana Small O
0x30aa	0x8349	;ÉI Katakana O
0x30ab	0x834a	;ÉJ Katakana Ka
0x30ac	0x834b	;ÉK Katakana Ga
0x30ad	0x834c	;ÉL Katakana Ki
0x30ae	0x834d	;ÉM Katakana Gi
0x30af	0x834e	;ÉN Katakana Ku
0x30b0	0x834f	;ÉO Katakana Gu
0x30b1	0x8350	;ÉP Katakana Ke
0x30b2	0x8351	;ÉQ Katakana Ge
0x30b3	0x8352	;ÉR Katakana Ko
0x30b4	0x8353	;ÉS Katakana Go
0x30b5	0x8354	;ÉT Katakana Sa
0x30b6	0x8355	;ÉU Katakana Za
0x30b7	0x8356	;ÉV Katakana Si
0x30b8	0x8357	;ÉW Katakana Zi
0x30b9	0x8358	;ÉX Katakana Su
0x30ba	0x8359	;ÉY Katakana Zu
0x30bb	0x835a	;ÉZ Katakana Se
0x30bc	0x835b	;É[ Katakana Ze
0x30bd	0x835c	;É\ Katakana So
0x30be	0x835d	;É] Katakana Zo
0x30bf	0x835e	;É^ Katakana Ta
0x30c0	0x835f	;É_ Katakana Da
0x30c1	0x8360	;É` Katakana Ti
0x30c2	0x8361	;Éa Katakana Di
0x30c3	0x8362	;Éb Katakana Small Tu
0x30c4	0x8363	;Éc Katakana Tu
0x30c5	0x8364	;Éd Katakana Du
0x30c6	0x8365	;Ée Katakana Te
0x30c7	0x8366	;Éf Katakana De
0x30c8	0x8367	;Ég Katakana To
0x30c9	0x8368	;Éh Katakana Do
0x30ca	0x8369	;Éi Katakana Na
0x30cb	0x836a	;Éj Katakana Ni
0x30cc	0x836b	;Ék Katakana Nu
0x30cd	0x836c	;Él Katakana Ne
0x30ce	0x836d	;Ém Katakana No
0x30cf	0x836e	;Én Katakana Ha
0x30d0	0x836f	;Éo Katakana Ba
0x30d1	0x8370	;Ép Katakana Pa
0x30d2	0x8371	;Éq Katakana Hi
0x30d3	0x8372	;Ér Katakana Bi
0x30d4	0x8373	;És Katakana Pi
0x30d5	0x8374	;Ét Katakana Hu
0x30d6	0x8375	;Éu Katakana Bu
0x30d7	0x8376	;Év Katakana Pu
0x30d8	0x8377	;Éw Katakana He
0x30d9	0x8378	;Éx Katakana Be
0x30da	0x8379	;Éy Katakana Pe
0x30db	0x837a	;Éz Katakana Ho
0x30dc	0x837b	;É{ Katakana Bo
0x30dd	0x837c	;É| Katakana Po
0x30de	0x837d	;É} Katakana Ma
0x30df	0x837e	;É~ Katakana Mi
0x30e0	0x8380	;ÉÄ Katakana Mu
0x30e1	0x8381	;ÉÅ Katakana Me
0x30e2	0x8382	;ÉÇ Katakana Mo
0x30e3	0x8383	;ÉÉ Katakana Small Ya
0x30e4	0x8384	;ÉÑ Katakana Ya
0x30e5	0x8385	;ÉÖ Katakana Small Yu
0x30e6	0x8386	;ÉÜ Katakana Yu
0x30e7	0x8387	;Éá Katakana Small Yo
0x30e8	0x8388	;Éà Katakana Yo
0x30e9	0x8389	;Éâ Katakana Ra
0x30ea	0x838a	;Éä Katakana Ri
0x30eb	0x838b	;Éã Katakana Ru
0x30ec	0x838c	;Éå Katakana Re
0x30ed	0x838d	;Éç Katakana Ro
0x30ee	0x838e	;Éé Katakana Small Wa
0x30ef	0x838f	;Éè Katakana Wa
0x30f0	0x8390	;Éê Katakana Wi
0x30f1	0x8391	;Éë Katakana We
0x30f2	0x8392	;Éí Katakana Wo
0x30f3	0x8393	;Éì Katakana N
0x30f4	0x8394	;Éî Katakana Vu
0x30f5	0x8395	;Éï Katakana Small Ka
0x30f6	0x8396	;Éñ Katakana Small Ke
0x30fb	0x8145	;ÅE Katakana Middle Dot
0x30fc	0x815b	;Å[ Katakana-Hiragana Prolonged Sound Mark
0x30fd	0x8152	;ÅR Katakana Iteration Mark
0x30fe	0x8153	;ÅS Katakana Voiced Iteration Mark
0x3231	0x878a	;áä Parenthesized Ideograph Stock
0x3232	0x878b	;áã Parenthesized Ideograph Have
0x3239	0x878c	;áå Parenthesized Ideograph Represent
0x32a4	0x8785	;áÖ Circled Ideograph High
0x32a5	0x8786	;áÜ Circled Ideograph Center
0x32a6	0x8787	;áá Circled Ideograph Low
0x32a7	0x8788	;áà Circled Ideograph Left
0x32a8	0x8789	;áâ Circled Ideograph Right
0x3303	0x8765	;áe Squared Aaru
0x330d	0x8769	;ái Squared Karorii
0x3314	0x8760	;á` Squared Kiro
0x3318	0x8763	;ác Squared Guramu
0x3322	0x8761	;áa Squared Senti
0x3323	0x876b	;ák Squared Sento
0x3326	0x876a	;áj Squared Doru
0x3327	0x8764	;ád Squared Ton
0x332b	0x876c	;ál Squared Paasento
0x3336	0x8766	;áf Squared Hekutaaru
0x333b	0x876e	;án Squared Peezi
0x3349	0x875f	;á_ Squared Miri
0x334a	0x876d	;ám Squared Miribaaru
0x334d	0x8762	;áb Squared Meetoru
0x3351	0x8767	;ág Squared Rittoru
0x3357	0x8768	;áh Squared Watto
0x337b	0x877e	;á~ Squared Two Ideographs Era Name Heisei
0x337c	0x878f	;áè Squared Two Ideographs Era Name Syouwa
0x337d	0x878e	;áé Squared Two Ideographs Era Name Taisyou
0x337e	0x878d	;áç Squared Two Ideographs Era Name Meizi
0x338e	0x8772	;ár Squared Mg
0x338f	0x8773	;ás Squared Kg
0x339c	0x876f	;áo Squared Mm
0x339d	0x8770	;áp Squared Cm
0x339e	0x8771	;áq Squared Km
0x33a1	0x8775	;áu Squared M Squared
0x33c4	0x8774	;át Squared Cc
0x33cd	0x8783	;áÉ Squared Kk
0x4e00	0x88ea	;àÍ
0x4e01	0x929a	;íö
0x4e03	0x8eb5	;éµ
0x4e07	0x969c	;ñú
0x4e08	0x8fe4	;è‰
0x4e09	0x8e4f	;éO
0x4e0a	0x8fe3	;è„
0x4e0b	0x89ba	;â∫
0x4e0d	0x9573	;ïs
0x4e0e	0x975e	;ó^
0x4e10	0x98a0	;ò†
0x4e11	0x894e	;âN
0x4e14	0x8a8e	;äé
0x4e15	0x98a1	;ò°
0x4e16	0x90a2	;ê¢
0x4e17	0x99c0	;ô¿
0x4e18	0x8b75	;ãu
0x4e19	0x95b8	;ï∏
0x4e1e	0x8fe5	;èÂ
0x4e21	0x97bc	;óº
0x4e26	0x95c0	;ï¿
0x4e28	0xfa68	;˙h
0x4e2a	0x98a2	;ò¢
0x4e2d	0x9286	;íÜ
0x4e31	0x98a3	;ò£
0x4e32	0x8bf8	;ã¯
0x4e36	0x98a4	;ò§
0x4e38	0x8adb	;ä€
0x4e39	0x924f	;íO
0x4e3b	0x8ee5	;éÂ
0x4e3c	0x98a5	;ò•
0x4e3f	0x98a6	;ò¶
0x4e42	0x98a7	;òß
0x4e43	0x9454	;îT
0x4e45	0x8b76	;ãv
0x4e4b	0x9456	;îV
0x4e4d	0x93e1	;ì·
0x4e4e	0x8cc1	;å¡
0x4e4f	0x9652	;ñR
0x4e55	0xe568	;Âh
0x4e56	0x98a8	;ò®
0x4e57	0x8fe6	;èÊ
0x4e58	0x98a9	;ò©
0x4e59	0x89b3	;â≥
0x4e5d	0x8be3	;ã„
0x4e5e	0x8cee	;åÓ
0x4e5f	0x96e7	;ñÁ
0x4e62	0x9ba4	;õ§
0x4e71	0x9790	;óê
0x4e73	0x93fb	;ì˚
0x4e7e	0x8aa3	;ä£
0x4e80	0x8b54	;ãT
0x4e82	0x98aa	;ò™
0x4e85	0x98ab	;ò´
0x4e86	0x97b9	;óπ
0x4e88	0x975c	;ó\
0x4e89	0x9188	;ëà
0x4e8a	0x98ad	;ò≠
0x4e8b	0x8e96	;éñ
0x4e8c	0x93f1	;ìÒ
0x4e8e	0x98b0	;ò∞
0x4e91	0x895d	;â]
0x4e92	0x8cdd	;å›
0x4e94	0x8cdc	;å‹
0x4e95	0x88e4	;à‰
0x4e98	0x986a	;òj
0x4e99	0x9869	;òi
0x4e9b	0x8db1	;ç±
0x4e9c	0x889f	;àü
0x4e9e	0x98b1	;ò±
0x4e9f	0x98b2	;ò≤
0x4ea0	0x98b3	;ò≥
0x4ea1	0x9653	;ñS
0x4ea2	0x98b4	;ò¥
0x4ea4	0x8cf0	;å
0x4ea5	0x88e5	;àÂ
0x4ea6	0x9692	;ñí
0x4ea8	0x8b9c	;ãú
0x4eab	0x8b9d	;ãù
0x4eac	0x8b9e	;ãû
0x4ead	0x92e0	;í‡
0x4eae	0x97ba	;ó∫
0x4eb0	0x98b5	;òµ
0x4eb3	0x98b6	;ò∂
0x4eb6	0x98b7	;ò∑
0x4eba	0x906c	;êl
0x4ec0	0x8f59	;èY
0x4ec1	0x906d	;êm
0x4ec2	0x98bc	;òº
0x4ec4	0x98ba	;ò∫
0x4ec6	0x98bb	;òª
0x4ec7	0x8b77	;ãw
0x4eca	0x8da1	;ç°
0x4ecb	0x89ee	;âÓ
0x4ecd	0x98b9	;òπ
0x4ece	0x98b8	;ò∏
0x4ecf	0x95a7	;ïß
0x4ed4	0x8e65	;ée
0x4ed5	0x8e64	;éd
0x4ed6	0x91bc	;ëº
0x4ed7	0x98bd	;òΩ
0x4ed8	0x9574	;ït
0x4ed9	0x90e5	;êÂ
0x4edd	0x8157	;ÅW
0x4ede	0x98be	;òæ
0x4edf	0x98c0	;ò¿
0x4ee1	0xfa69	;˙i
0x4ee3	0x91e3	;ë„
0x4ee4	0x97df	;óﬂ
0x4ee5	0x88c8	;à»
0x4eed	0x98bf	;òø
0x4eee	0x89bc	;âº
0x4ef0	0x8bc2	;ã¬
0x4ef2	0x9287	;íá
0x4ef6	0x8c8f	;åè
0x4ef7	0x98c1	;ò¡
0x4efb	0x9443	;îC
0x4efc	0xfa6a	;˙j
0x4f00	0xfa6b	;˙k
0x4f01	0x8ae9	;äÈ
0x4f03	0xfa6c	;˙l
0x4f09	0x98c2	;ò¬
0x4f0a	0x88c9	;à…
0x4f0d	0x8cde	;åﬁ
0x4f0e	0x8aea	;äÍ
0x4f0f	0x959a	;ïö
0x4f10	0x94b0	;î∞
0x4f11	0x8b78	;ãx
0x4f1a	0x89ef	;âÔ
0x4f1c	0x98e5	;òÂ
0x4f1d	0x9360	;ì`
0x4f2f	0x948c	;îå
0x4f30	0x98c4	;òƒ
0x4f34	0x94ba	;î∫
0x4f36	0x97e0	;ó‡
0x4f38	0x904c	;êL
0x4f39	0xfa6d	;˙m
0x4f3a	0x8e66	;éf
0x4f3c	0x8e97	;éó
0x4f3d	0x89be	;âæ
0x4f43	0x92cf	;íœ
0x4f46	0x9241	;íA
0x4f47	0x98c8	;ò»
0x4f4d	0x88ca	;à 
0x4f4e	0x92e1	;í·
0x4f4f	0x8f5a	;èZ
0x4f50	0x8db2	;ç≤
0x4f51	0x9743	;óC
0x4f53	0x91cc	;ëÃ
0x4f55	0x89bd	;âΩ
0x4f56	0xfa6e	;˙n
0x4f57	0x98c7	;ò«
0x4f59	0x975d	;ó]
0x4f5a	0x98c3	;ò√
0x4f5b	0x98c5	;ò≈
0x4f5c	0x8dec	;çÏ
0x4f5d	0x98c6	;ò∆
0x4f5e	0x9b43	;õC
0x4f69	0x98ce	;òŒ
0x4f6f	0x98d1	;ò—
0x4f70	0x98cf	;òœ
0x4f73	0x89c0	;â¿
0x4f75	0x95b9	;ïπ
0x4f76	0x98c9	;ò…
0x4f7b	0x98cd	;òÕ
0x4f7c	0x8cf1	;åÒ
0x4f7f	0x8e67	;ég
0x4f83	0x8aa4	;ä§
0x4f86	0x98d2	;ò“
0x4f88	0x98ca	;ò 
0x4f8a	0xfa70	;˙p
0x4f8b	0x97e1	;ó·
0x4f8d	0x8e98	;éò
0x4f8f	0x98cb	;òÀ
0x4f91	0x98d0	;ò–
0x4f92	0xfa6f	;˙o
0x4f94	0xfa72	;˙r
0x4f96	0x98d3	;ò”
0x4f98	0x98cc	;òÃ
0x4f9a	0xfa71	;˙q
0x4f9b	0x8b9f	;ãü
0x4f9d	0x88cb	;àÀ
0x4fa0	0x8ba0	;ã†
0x4fa1	0x89bf	;âø
0x4fab	0x9b44	;õD
0x4fad	0x9699	;ñô
0x4fae	0x958e	;ïé
0x4faf	0x8cf2	;åÚ
0x4fb5	0x904e	;êN
0x4fb6	0x97b5	;óµ
0x4fbf	0x95d6	;ï÷
0x4fc2	0x8c57	;åW
0x4fc3	0x91a3	;ë£
0x4fc4	0x89e2	;â‚
0x4fc9	0xfa61	;˙a
0x4fca	0x8f72	;èr
0x4fcd	0xfa73	;˙s
0x4fce	0x98d7	;ò◊
0x4fd0	0x98dc	;ò‹
0x4fd1	0x98da	;ò⁄
0x4fd4	0x98d5	;ò’
0x4fd7	0x91ad	;ë≠
0x4fd8	0x98d8	;òÿ
0x4fda	0x98db	;ò€
0x4fdb	0x98d9	;òŸ
0x4fdd	0x95db	;ï€
0x4fdf	0x98d6	;ò÷
0x4fe1	0x904d	;êM
0x4fe3	0x9693	;ñì
0x4fe4	0x98dd	;ò›
0x4fe5	0x98de	;òﬁ
0x4fee	0x8f43	;èC
0x4fef	0x98eb	;òÎ
0x4ff3	0x946f	;îo
0x4ff5	0x9555	;ïU
0x4ff6	0x98e6	;òÊ
0x4ff8	0x95ee	;ïÓ
0x4ffa	0x89b4	;â¥
0x4ffe	0x98ea	;òÍ
0x4fff	0xfa76	;˙v
0x5005	0x98e4	;ò‰
0x5006	0x98ed	;òÌ
0x5009	0x9171	;ëq
0x500b	0x8cc2	;å¬
0x500d	0x947b	;î{
0x500f	0xe0c5	;‡≈
0x5011	0x98ec	;òÏ
0x5012	0x937c	;ì|
0x5014	0x98e1	;ò·
0x5016	0x8cf4	;åÙ
0x5019	0x8cf3	;åÛ
0x501a	0x98df	;òﬂ
0x501e	0xfa77	;˙w
0x501f	0x8ed8	;éÿ
0x5021	0x98e7	;òÁ
0x5022	0xfa75	;˙u
0x5023	0x95ed	;ïÌ
0x5024	0x926c	;íl
0x5025	0x98e3	;ò„
0x5026	0x8c91	;åë
0x5028	0x98e0	;ò‡
0x5029	0x98e8	;òË
0x502a	0x98e2	;ò‚
0x502b	0x97cf	;óœ
0x502c	0x98e9	;òÈ
0x502d	0x9860	;ò`
0x5036	0x8be4	;ã‰
0x5039	0x8c90	;åê
0x5040	0xfa74	;˙t
0x5042	0xfa7a	;˙z
0x5043	0x98ee	;òÓ
0x5046	0xfa78	;˙x
0x5047	0x98ef	;òÔ
0x5048	0x98f3	;òÛ
0x5049	0x88cc	;àÃ
0x504f	0x95ce	;ïŒ
0x5050	0x98f2	;òÚ
0x5055	0x98f1	;òÒ
0x5056	0x98f5	;òı
